date,ticker,price,volume,daily_return,dividend,low_bid,high_ask,sp500_return,news_score,twitter_score,final_sentiment_score,sentiment_1d,sentiment_3d_avg,sentiment_7d_avg,year,tic,datadate,fundamental_score,score_pe,score_pb,score_ev_ebitda,score_roce,score_margin,score_turnover,score_inventory,score_accruals,score_dte,score_cov,sentiment_verdict,final_verdict
2023-07-14,ORCL,119.27,7723843.0,0.015496,,117.68,119.97,-0.001024,0.971870332956314,0.0,0.6317157164216042,0.0,0.210571905473868,0.2680349518145833,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Buy,Leaning Buy
2023-07-17,ORCL,118.89,6736825.0,-0.003186,,118.2533,119.97,0.003855,0.0,0.2898102104663849,0.1014335736632347,0.6317157164216042,0.2443830966949463,0.2825254623379026,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Buy,Leaning Buy
2023-07-18,ORCL,120.77,8906658.0,0.015813,,117.81,121.29,0.007117,0.0,0.969257652759552,0.3392401784658432,0.1014335736632347,0.3574631561835606,0.2460554501840046,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Buy,Leaning Buy
2023-07-21,ORCL,117.65,9159643.0,0.015274,,116.21,119.27,0.000324,0.0,0.908352792263031,0.3179234772920608,0.3392401784658432,0.2528657431403796,0.1986161351203918,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Buy,Leaning Buy
2023-08-08,ORCL,115.23,4694781.0,-0.007493,,114.22,115.61,-0.004218,0.0,-0.3567958772182464,-0.1248785570263862,0.0,-0.041626185675462,-0.0197412624955177,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Sell,Leaning Sell
2023-08-15,ORCL,117.29,10412160.0,0.014883,,114.84,118.059,-0.011551,0.0,0.684466540813446,0.2395632892847061,-0.1248785570263862,0.0382282440861066,0.0144820645451545,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Buy,Leaning Buy
2023-09-05,ORCL,123.98,11089638.0,0.025221,,121.18,124.28,-0.004194,0.4999977350234986,0.0,0.3249985277652741,0.0,0.1083328425884247,0.0628118942890848,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Buy,Leaning Buy
2023-09-12,ORCL,109.61,68605745.0,-0.134954,,107.3,113.3,-0.005696,0.1953716516494751,0.0,0.1269915735721588,-0.3233516007661819,-0.0654533423980077,0.0373466232844761,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Buy,Leaning Buy
2023-10-09,ORCL,110.32,6012363.0,0.003274,,109.47,110.97,0.006304,0.6691238284111023,0.0,0.4349304884672165,0.6445298731327057,0.3598201205333073,0.0794931446654455,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Buy,Leaning Buy
2023-10-20,ORCL,101.85,21831362.0,-0.059904,,100.66,107.035,-0.012585,-0.9982569813728333,0.0,-0.6488670378923417,0.0,-0.0713121831417084,-0.031343799829483,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Sell,Leaning Sell
2023-11-24,ORCL,116.25,2168187.0,8.6e-05,,115.34,116.59,0.000597,0.9999990463256836,0.0,0.6499993801116943,0.0,0.2166664600372314,0.0622946900980813,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Buy,Leaning Buy
2023-12-11,ORCL,115.13,19544239.0,0.013379,,113.61,115.35,0.003925,0.2499977946281433,0.0,0.1624985665082931,0.0,0.1882501989603042,0.0342500963381358,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Buy,Leaning Buy
2023-12-13,ORCL,102.99,29392208.0,0.021625,,99.26,103.1,0.013651,0.0,0.1522426903247833,0.0532849416136741,0.0,-0.1966090564926465,-0.0146183718528066,2023,ORCL,2023-05-31,0.398812599031482,0.2518720217835262,0.0020435967302452,0.3609898107714702,0.5233898305084745,0.6589986468200271,0.3450608930987821,0.6475069252077562,0.945872801082544,0.0,0.2523914643119941,Hold,Hold
2024-02-01,ORCL,115.53,7882168.0,0.034288,,112.55,115.78,0.012494,-0.999985933303833,0.0,-0.6499908566474915,0.0,-0.2166636188824971,-0.0928558366639273,2024,ORCL,2024-05-31,0.4288680751573764,0.3015656909462219,0.0340599455040872,0.3871906841339155,0.5972881355932204,0.7253044654939107,0.3491204330175913,0.6447368421052632,0.9431664411366713,0.015593220338983,0.2906548933038999,Sell,Leaning Sell
2024-02-20,ORCL,108.45,10975638.0,-0.025694,,107.68,110.765,-0.006005,0.9822877645492554,0.0,0.638487046957016,0.65,0.2128292481104532,-0.0016433017594473,2024,ORCL,2024-05-31,0.4288680751573764,0.3015656909462219,0.0340599455040872,0.3871906841339155,0.5972881355932204,0.7253044654939107,0.3491204330175913,0.6447368421052632,0.9431664411366713,0.015593220338983,0.2906548933038999,Buy,Leaning Buy
2024-03-08,ORCL,112.42,8312943.0,-0.018509,,111.54,114.33,-0.006529,0.6969651579856873,0.0,0.4530273526906967,0.0,0.1510091175635655,0.155930728146008,2024,ORCL,2024-05-31,0.4288680751573764,0.3015656909462219,0.0340599455040872,0.3871906841339155,0.5972881355932204,0.7253044654939107,0.3491204330175913,0.6447368421052632,0.9431664411366713,0.015593220338983,0.2906548933038999,Buy,Leaning Buy
2024-03-11,ORCL,114.13,20438335.0,0.015211,,111.18,114.75,-0.001122,0.5,0.0,0.325,-0.649899035692215,-0.2166329989830653,-0.232776640355587,2024,ORCL,2024-05-31,0.4288680751573764,0.3015656909462219,0.0340599455040872,0.3871906841339155,0.5972881355932204,0.7253044654939107,0.3491204330175913,0.6447368421052632,0.9431664411366713,0.015593220338983,0.2906548933038999,Buy,Leaning Buy
2024-03-12,ORCL,127.54,48536077.0,0.117498,,124.6,129.37,0.011202,0.2860475579897563,0.0,0.1859309126933415,0.0,0.1703103042311138,-0.2519948207196735,2024,ORCL,2024-05-31,0.4288680751573764,0.3015656909462219,0.0340599455040872,0.3871906841339155,0.5972881355932204,0.7253044654939107,0.3491204330175913,0.6447368421052632,0.9431664411366713,0.015593220338983,0.2906548933038999,Buy,Leaning Buy
2024-05-17,ORCL,123.5,6179367.0,0.010969,,122.08,123.58,0.001165,0.0,0.3075902163982391,0.1076565757393837,0.2326743006706237,0.1134436254700024,0.1414758394871439,2024,ORCL,2024-05-31,0.4288680751573764,0.3015656909462219,0.0340599455040872,0.3871906841339155,0.5972881355932204,0.7253044654939107,0.3491204330175913,0.6447368421052632,0.9431664411366713,0.015593220338983,0.2906548933038999,Buy,Leaning Buy
2024-07-29,ORCL,138.31,4054647.0,-0.005036,,137.825,139.78,0.000813,0.0,-0.558404803276062,-0.1954416811466217,0.1821314007043838,-0.0044367601474126,0.1967146664857864,2024,ORCL,2024-05-31,0.4288680751573764,0.3015656909462219,0.0340599455040872,0.3871906841339155,0.5972881355932204,0.7253044654939107,0.3491204330175913,0.6447368421052632,0.9431664411366713,0.015593220338983,0.2906548933038999,Sell,Leaning Sell
2022-01-06,MSFT,313.88,39744069.0,-0.007902,,311.48999,318.70001,-0.000964,0.0,0.2995040118694305,0.1048264041543006,0.0,0.0633538191517193,0.0271516367793083,2022,MSFT,2022-06-30,0.6216884231292703,0.3873383253914227,0.127384196185286,0.3318777292576419,0.8996610169491526,0.9370771312584574,0.5223274695534507,0.5325484764542936,0.979702300405954,0.6284745762711864,0.8704930095658573,Buy,Leaning Buy
