date,ticker,price,volume,daily_return,dividend,low_bid,high_ask,sp500_return,news_score,twitter_score,final_sentiment_score,sentiment_1d,sentiment_3d_avg,sentiment_7d_avg
07/21/2023,ORCL,117.65,9159643.0,0.015274,,116.21,119.27,0.000324,0.0,0.908352792263031,0.3179234772920608,0.3392401784658432,0.2528657431403796,0.1986161351203918
08/08/2023,ORCL,115.23,4694781.0,-0.007493,,114.22,115.61,-0.004218,0.0,-0.3567958772182464,-0.1248785570263862,0.0,-0.041626185675462,-0.0197412624955177
08/15/2023,ORCL,117.29,10412160.0,0.014883,,114.84,118.059,-0.011551,0.0,0.684466540813446,0.2395632892847061,-0.1248785570263862,0.0382282440861066,0.0144820645451545
09/05/2023,ORCL,123.98,11089638.0,0.025221,,121.18,124.28,-0.004194,0.4999977350234986,0.0,0.3249985277652741,0.0,0.1083328425884247,0.0628118942890848
09/12/2023,ORCL,109.61,68605745.0,-0.134954,,107.3,113.3,-0.005696,0.1953716516494751,0.0,0.1269915735721588,-0.3233516007661819,-0.0654533423980077,0.0373466232844761
10/09/2023,ORCL,110.32,6012363.0,0.003274,,109.47,110.97,0.006304,0.6691238284111023,0.0,0.4349304884672165,0.6445298731327057,0.3598201205333073,0.0794931446654455
10/20/2023,ORCL,101.85,21831362.0,-0.059904,,100.66,107.035,-0.012585,-0.9982569813728333,0.0,-0.6488670378923417,0.0,-0.0713121831417084,-0.031343799829483
11/24/2023,ORCL,116.25,2168187.0,8.6e-05,,115.34,116.59,0.000597,0.9999990463256836,0.0,0.6499993801116943,0.0,0.2166664600372314,0.0622946900980813
12/11/2023,ORCL,115.13,19544239.0,0.013379,,113.61,115.35,0.003925,0.2499977946281433,0.0,0.1624985665082931,0.0,0.1882501989603042,0.0342500963381358
12/13/2023,ORCL,102.99,29392208.0,0.021625,,99.26,103.1,0.013651,0.0,0.1522426903247833,0.0532849416136741,0.0,-0.1966090564926465,-0.0146183718528066
02/01/2024,ORCL,115.53,7882168.0,0.034288,,112.55,115.78,0.012494,-0.999985933303833,0.0,-0.6499908566474915,0.0,-0.2166636188824971,-0.0928558366639273
02/20/2024,ORCL,108.45,10975638.0,-0.025694,,107.68,110.765,-0.006005,0.9822877645492554,0.0,0.638487046957016,0.65,0.2128292481104532,-0.0016433017594473
03/08/2024,ORCL,112.42,8312943.0,-0.018509,,111.54,114.33,-0.006529,0.6969651579856873,0.0,0.4530273526906967,0.0,0.1510091175635655,0.155930728146008
03/11/2024,ORCL,114.13,20438335.0,0.015211,,111.18,114.75,-0.001122,0.5,0.0,0.325,-0.649899035692215,-0.2166329989830653,-0.232776640355587
03/12/2024,ORCL,127.54,48536077.0,0.117498,,124.6,129.37,0.011202,0.2860475579897563,0.0,0.1859309126933415,0.0,0.1703103042311138,-0.2519948207196735
05/17/2024,ORCL,123.5,6179367.0,0.010969,,122.08,123.58,0.001165,0.0,0.3075902163982391,0.1076565757393837,0.2326743006706237,0.1134436254700024,0.1414758394871439
07/29/2024,ORCL,138.31,4054647.0,-0.005036,,137.825,139.78,0.000813,0.0,-0.558404803276062,-0.1954416811466217,0.1821314007043838,-0.0044367601474126,0.1967146664857864
01/06/2022,MSFT,313.88,39744069.0,-0.007902,,311.48999,318.70001,-0.000964,0.0,0.2995040118694305,0.1048264041543006,0.0,0.0633538191517193,0.0271516367793083
05/27/2022,MSFT,273.23999,26872388.0,0.027604,,267.56,273.34,0.024742,0.0,0.3189393679300944,0.111628778775533,0.3206093072891235,0.1440793620215522,0.1157951738862764
06/02/2022,MSFT,274.57999,43962274.0,0.007929,,261.60001,274.64999,0.018431,0.0,0.1761819720268249,0.0616636902093887,0.0,0.0205545634031296,0.0597633151497159
06/13/2022,MSFT,242.25999,46078951.0,-0.042413,,241.53,249.0242,-0.038768,0.0,0.1365043818950653,0.0477765336632728,0.3044507126013437,0.1174090820882055,0.0713644842306772
06/14/2022,MSFT,244.49001,28721420.0,0.009205,,241.50999,245.74001,-0.003774,0.0,0.9523348212242126,0.3333171874284744,-0.1735053479671478,0.0691961243748665,0.0731484408179918
07/06/2022,MSFT,266.20999,23803616.0,0.012783,,262.39999,267.98999,0.003573,0.0,0.2183061987161636,0.0764071695506572,0.0,-0.1815458071728547,-0.0778053459312234
07/11/2022,MSFT,264.51001,19495346.0,-0.011769,,262.17999,266.53,-0.011527,0.0,0.5099478363990784,0.1784817427396774,0.5055311113595962,0.1780033071835836,0.0872024415859154
07/15/2022,MSFT,256.72,29731770.0,0.01039,,254.77271,260.3699,0.019201,0.0,0.3474312424659729,0.1216009348630905,0.0,0.0405336449543635,-0.1744187002380688
07/26/2022,MSFT,251.89999,39305704.0,-0.026774,,249.57001,259.88,-0.011543,0.0,0.075913207097487,0.0265696224841204,-0.2750722587108611,-0.191166873863249,-0.0201187392462899
07/27/2022,MSFT,268.73999,45872274.0,0.066852,,258.85001,270.04999,0.026156,0.0,-0.0517837703227996,-0.0181243196129798,0.0,-0.0060414398709932,-0.0845178487432467
08/03/2022,MSFT,282.47,23479333.0,0.027836,,276.60999,283.5,0.015638,0.0,0.6097747683525085,0.2134211689233779,0.2866938531398773,0.1667050073544184,0.1112633645534515
08/15/2022,MSFT,293.47,18047996.0,0.005344,,290.10999,294.17999,0.003969,0.0,0.2707861959934234,0.0947751685976982,0.0,0.1027075375119845,0.0440175160765647
09/08/2022,MSFT,258.51999,20291286.0,0.001666,,254.78999,260.42999,0.006611,0.0,0.2721133530139923,0.0952396735548973,0.0,0.0317465578516324,0.060034239079271
09/19/2022,MSFT,244.52,26794442.0,-0.000899,,240.85001,245.14,0.006857,0.0,-0.3566561043262481,-0.1248296365141868,0.0,-0.0416098788380622,-0.0178328052163124
09/22/2022,MSFT,240.98,30997848.0,0.008495,,237.57001,243.86,-0.008428,0.0,-0.4786714911460876,-0.1675350219011306,0.0,-0.0558450073003768,-0.0417663797736167
10/25/2022,MSFT,250.66,34713401.0,0.013792,,245.83,251.03999,0.016267,-0.4996934533119202,-0.1124458710352579,-0.3641567995150884,0.259988454580307,-0.034722781644927,-0.0148811921335401
10/26/2022,MSFT,231.32001,82523616.0,-0.077156,,230.06,238.3,-0.007388,0.0,-0.4766332983970642,-0.1668216544389724,0.2166666666666666,-0.1047705957624646,-0.0077604761010124
10/27/2022,MSFT,226.75,40359252.0,-0.019756,,225.78,233.69,-0.006083,0.0,-0.0822689533233642,-0.0287941336631774,0.0,-0.0652052627007165,-0.0118739237671806
11/08/2022,MSFT,228.87,28165860.0,0.004388,,225.84,231.64999,0.005598,0.0,-0.6415197253227234,-0.2245319038629531,0.0,-0.050882476237085,-0.0218067755301793
11/16/2022,MSFT,241.73,24048684.0,0.001818,0.68,240.42,243.8,-0.008252,-0.9999929666519164,0.89715576171875,-0.3359909117221832,0.5512278765439987,0.106358735760053,0.0904796481132507
11/23/2022,MSFT,247.58,19477162.0,0.010407,,244.27,248.28,0.005915,0.0,0.3046142061551412,0.1066149721542994,0.0,0.1438716573847665,0.12195715457201
11/25/2022,MSFT,247.49001,9191065.0,-0.000364,,246.73,248.7,-0.000283,0.0,-0.4994388520717621,-0.1748035982251167,0.0,-0.0582678660750388,0.0830791517382576
12/12/2022,MSFT,252.50999,30627413.0,0.028889,,247.17,252.53999,0.014279,0.0,0.2599880397319793,0.0909958139061927,0.0,0.0303319379687309,-0.0776881871478898
01/04/2023,MSFT,229.10001,50564994.0,-0.043743,,225.96001,232.87,0.007539,0.0,0.2435287237167358,0.0852350533008575,0.0,0.0284116844336191,0.043128809758595
01/10/2023,MSFT,228.85001,27007110.0,0.007617,,227.33,231.31,0.006978,1.0,0.3975299894809723,0.7891354963183403,0.0,0.297987300157547,0.1398852791104997
01/18/2023,MSFT,235.81,30101214.0,-0.018889,,235.52,242.38,-0.015563,0.4999871850013733,0.0,0.3249916702508926,0.3249998450279236,0.2166638384262721,0.2321413461651121
01/20/2023,MSFT,240.22,35344239.0,0.035744,,234.50999,240.74001,0.018918,0.3333323796590169,0.0,0.216666046778361,0.0,0.072222015592787,0.1238082231510253
01/24/2023,MSFT,242.03999,40129127.0,-0.002226,,240.44,243.95,-0.000711,-0.1970310091972351,-0.1096981624762217,-0.1664645128448804,0.0,-0.0554881709482934,0.0071716477047829
01/25/2023,MSFT,240.61,66375667.0,-0.005908,,230.89999,243.3,-0.000182,-0.3944138765335083,-0.1033368110656738,-0.2925369036197662,0.0,-0.1530004721548822,-0.0346193385266122
01/30/2023,MSFT,242.71001,25838168.0,-0.021962,,242.2,245.60001,-0.012969,0.0,0.2095834612846374,0.0733542114496231,0.0,0.024451403816541,-0.002007496527263
02/01/2023,MSFT,252.75,31216676.0,0.019935,,245.47,255.17999,0.010452,0.3999821424484253,-0.554790198802948,0.0658118230104446,0.13,0.0652706076701482,0.0384522906371525
02/06/2023,MSFT,256.76999,22480540.0,-0.006116,,254.78,258.29999,-0.00614,-0.0092385212580363,0.3067485094070434,0.1013569394747415,-0.6466183543205262,-0.1817538049485948,-0.0778944878351121
02/07/2023,MSFT,267.56,50745924.0,0.042022,,260.07999,268.77499,0.012873,0.3333295186360677,0.1716479212045669,0.2767409595350424,1.239776611328125e-05,0.1260367655919657,-0.038358293934947
02/08/2023,MSFT,266.73001,54571856.0,-0.003102,,266.20999,276.76001,-0.011081,-0.2499994933605194,0.0,-0.1624996706843376,0.2767409595350424,0.038084562205606,-0.061572532604138
02/17/2023,MSFT,258.06,29970269.0,-0.015602,,256.0,260.09,-0.002767,-0.49991774559021,0.0,-0.3249465346336365,-0.6499898493289947,-0.3249787946542104,-0.0644407876900264
03/02/2023,MSFT,251.11,24789110.0,0.019653,,245.61,251.39999,0.007582,0.4857633709907532,0.0,0.3157461911439895,0.0,0.1052487303813298,0.091535170163427
03/06/2023,MSFT,256.87,24074211.0,0.006189,,255.98,260.12,0.000687,1.0,0.0,0.65,0.0,0.3219153970479965,0.1843923130205699
03/13/2023,MSFT,253.92,33282280.0,0.021441,,245.73,257.91,-0.00151,0.0,0.5193310499191284,0.1817658674716949,-0.6469442993402481,-0.1550594772895177,-0.0200205532993589
03/15/2023,MSFT,265.44,45925327.0,0.01783,,259.20999,266.48001,-0.006981,0.0,0.9626176059246064,0.3369161620736122,0.3249852389097213,0.2206338003277778,0.0281032813021114
03/30/2023,MSFT,284.04999,25030639.0,0.01262,,281.48001,284.45999,0.005715,-0.909386157989502,0.0,-0.5911010026931763,0.0,-0.197033667564392,0.0066380683864866
04/06/2023,MSFT,291.60001,29687952.0,0.025533,,282.03,292.07999,0.003579,-0.9864468574523926,0.0,-0.6411904573440552,0.0,-0.0671179266108406,-0.0287648256903603
04/12/2023,MSFT,283.48999,27345181.0,0.002334,,281.95999,287.01001,-0.004135,1.0,0.0,0.65,0.6499995350837708,0.433333178361257,0.1253384504999433
04/20/2023,MSFT,286.10999,23210702.0,-0.008112,,285.07999,289.03,-0.005953,0.9999880790710448,0.0,0.6499922513961791,0.0,0.2166640837987264,0.1821990817785263
04/24/2023,MSFT,281.76999,26584282.0,-0.013963,,278.72,284.95001,0.000852,0.0,0.4863959550857544,0.170238584280014,0.0,0.272158349553744,0.3580997488328388
04/25/2023,MSFT,275.42001,45674375.0,-0.022536,,275.37,281.60001,-0.015811,0.0190760294596354,-0.1010808944702148,-0.0229788939158121,0.170238584280014,0.049086563454734,0.2619610137882687
04/26/2023,MSFT,295.37,64559458.0,0.072435,,292.73001,299.57001,-0.003841,0.0060206254323323,0.0,0.003913406531016,0.1083333333333333,0.0297559486495124,0.1851396729548772
05/01/2023,MSFT,305.56,21264708.0,-0.005533,,305.14999,308.60001,-0.000386,0.4985810816287994,0.0,0.3240777030587196,0.6499999225139618,0.3246925418575605,0.1801817384929884
05/05/2023,MSFT,310.64999,28132011.0,0.017157,,304.26999,311.97,0.018475,0.0042282342910766,0.0,0.0027483522891997,0.0,0.0009161174297332,0.0723084128328731
05/11/2023,MSFT,310.10999,31622280.0,-0.007044,,306.2601,311.12,-0.001697,0.4999998807907104,0.0,0.3249999225139617,0.0,0.1541160330176353,0.0664423501917293
05/15/2023,MSFT,309.45999,16304867.0,0.001586,,307.59,309.905,0.002958,0.0,0.2404367327690124,0.0841528564691543,0.65,0.3530509263277053,0.1709287079317229
05/16/2023,MSFT,311.73999,25792768.0,0.007368,,309.82999,313.70999,-0.006378,0.5,0.0,0.325,0.1784751921892166,0.195876016219457,0.2428537353873252
05/17/2023,MSFT,314.0,24275344.0,0.009431,0.68,310.73999,314.42999,0.011891,0.0,0.7788001894950867,0.2725800663232803,0.325,0.2586850861708323,0.2621725767850876
05/18/2023,MSFT,318.51999,27213404.0,0.014395,,313.72,319.04001,0.009445,0.0,0.9262149930000304,0.3241752475500106,0.1030349934101104,0.2332634357611338,0.2767740508488246
05/19/2023,MSFT,318.34,27524296.0,-0.000565,,316.37,318.75,-0.001446,-0.0530808866024017,0.0,-0.0345025762915611,0.3241752475500106,0.13090255488952,0.1789879685214587
05/23/2023,MSFT,315.26001,30788049.0,-0.018432,,315.25,322.72,-0.011222,0.499999463558197,0.0,0.3249996513128281,0.275376483798027,0.200125378370285,0.2347103060569082
05/24/2023,MSFT,313.85001,23359428.0,-0.004473,,312.60999,316.5,-0.007319,0.0,-0.6344228684902191,-0.2220480039715766,0.0,0.0343172157804172,0.1419591282095228
05/26/2023,MSFT,332.89001,36666799.0,0.021386,,323.88,333.39999,0.013049,0.0,0.9160265922546388,0.3206093072891235,0.0,0.0328537677725156,0.0998482054897717
05/30/2023,MSFT,331.20999,29417058.0,-0.005047,,330.51999,335.73999,1.7e-05,0.5487377166748046,0.0,0.356679515838623,0.0,0.1561027648713853,0.0809813711331004
06/07/2023,MSFT,323.38,40688618.0,-0.030868,,322.5,334.48999,-0.003812,0.0,0.4209261238574981,0.1473241433501243,0.0,0.0491080477833748,0.0210463061928749
07/10/2023,MSFT,331.82999,32743632.0,-0.015984,,327.59,335.23001,0.002405,0.0,-0.4285798072814941,-0.1500029325485229,0.0,-0.0500009775161742,-0.0992343362952982
07/11/2023,MSFT,332.47,26665456.0,0.001929,,327.0,332.85999,0.006742,-0.9986742734909058,0.0,-0.6491382777690887,0.1784817427396774,0.0116248587767283,-0.0164469080311911
07/12/2023,MSFT,337.20001,29964020.0,0.014227,,335.67001,341.65201,0.007411,-0.332630733648936,0.0,-0.2162099768718084,-0.6357276916503906,-0.5003586487637625,-0.1381522892486481
07/17/2023,MSFT,345.73001,20307706.0,0.001419,,342.20001,346.98999,0.003855,0.0,-0.3266984224319458,-0.114344447851181,-0.2035632997751235,-0.1059692492087681,0.0235284745693206
07/18/2023,MSFT,359.48999,64730710.0,0.0398,,342.17001,366.78,0.007117,0.0,0.121157206594944,0.0424050223082304,-0.2125955387949943,-0.0948449881126482,-0.0007844563573598
07/19/2023,MSFT,355.07999,39660592.0,-0.012267,,352.435,362.45999,0.002358,0.8008584380149841,0.0,0.5205579847097397,-0.1200935572385787,0.1476231499264638,-0.0125191195202724
07/21/2023,MSFT,343.76999,69316281.0,-0.008937,,339.82999,350.29999,0.000324,0.0,0.3203754663467407,0.1121314132213592,0.0,0.0373771377404531,-0.0232830245544513
07/24/2023,MSFT,345.10999,26670051.0,0.003898,,342.31,346.92001,0.004034,0.4999999403953552,0.0,0.3249999612569809,0.0,0.1408271903793017,0.0940194531423705
07/25/2023,MSFT,350.98001,41612494.0,0.017009,,345.07001,351.89001,0.002815,-0.4999969005584717,0.0,-0.3249979853630066,0.0,-0.0724428332514233,0.0469537512887091
08/01/2023,MSFT,336.34,18351467.0,0.00125,,333.70001,338.54001,-0.002665,0.0,0.7963672280311584,0.2787285298109054,0.0,0.1509333019455274,0.0700394655267397
08/03/2023,MSFT,326.66,18325117.0,-0.002565,,325.95001,329.88,-0.002548,0.0,0.5807558298110962,0.2032645404338836,0.2134211689233779,0.2344598541657129,0.1403011560440063
08/07/2023,MSFT,330.10999,17712827.0,0.007108,,327.51999,331.10999,0.009024,0.0,0.2173941731452942,0.0760879606008529,0.201990458369255,0.0926928063233693,0.1402082830667495
08/08/2023,MSFT,326.04999,22290772.0,-0.012299,,323.0,328.75,-0.004218,0.0,-0.2659032344818115,-0.093066132068634,0.0,-0.0310220440228779,0.0554681181907653
08/10/2023,MSFT,322.92999,20096115.0,0.002172,,321.17999,328.26001,0.000251,0.0,0.6152085065841675,0.2153229773044586,0.0,0.0717743257681529,0.0174652636051178
08/29/2023,MSFT,328.41,19322196.0,0.01455,,321.88,328.98349,0.014508,-0.999756634235382,0.0,-0.6498418122529983,0.0,-0.216613937417666,0.0253270930477551
09/11/2023,MSFT,337.94,16572127.0,0.010979,,335.42999,338.42001,0.006724,0.4999999403953552,0.0,0.3249999612569809,0.0,0.1400798782706261,0.1064628049731254
10/02/2023,MSFT,321.79999,20527801.0,0.019161,,315.17999,321.888,7.9e-05,0.9998842477798462,0.0,0.6499247610569,0.0,0.2166415870189667,0.0928463944367
10/24/2023,MSFT,330.53,31102445.0,0.003674,,327.60001,331.84,0.007266,0.3999822378158569,0.0,0.259988454580307,0.0,0.0866628181934357,0.0371412077971867
10/25/2023,MSFT,340.67001,54880574.0,0.030678,,337.62,346.20001,-0.01434,0.3333333333333333,0.0,0.2166666666666666,-0.3641567995150884,0.0374994405772951,0.0160711888188407
11/06/2023,MSFT,356.53,23580689.0,0.010573,,353.35001,357.54001,0.001753,0.0,0.2053842147191365,0.0718844751516978,0.0,0.0239614917172326,0.0102692107359568
11/10/2023,MSFT,369.67001,27928267.0,0.024897,,361.07001,370.10001,0.015616,0.0,0.3484658400217692,0.1219630440076192,0.0,0.0406543480025397,-0.0043834835290908
11/14/2023,MSFT,370.26999,27464415.0,0.009791,,367.3454,371.95001,0.019075,0.0,0.2966835498809814,0.1038392424583435,0.0,0.0346130808194478,0.0771548022826512
11/15/2023,MSFT,369.67001,26691578.0,0.000405,0.75,367.10999,373.13,0.001597,0.9999996423721312,-0.2822054028511047,0.5512278765439987,0.1038392424583435,0.2183557063341141,0.1384783497878483
11/17/2023,MSFT,369.85001,39905580.0,-0.016801,,367.0,374.37,0.001282,0.6666666666666666,0.0,0.4333333333333333,0.0,0.0324474738703834,0.1074870772304989
11/20/2023,MSFT,377.44,51976782.0,0.020522,,371.0,378.87,0.00739,0.5,0.0,0.325,0.3247426882386207,0.3610253405239847,0.2003074612645875
12/08/2023,MSFT,374.23001,20020201.0,0.008842,,368.23001,374.45999,0.004095,-0.9766355752944946,0.0,-0.6348131239414215,0.0,-0.2116043746471404,-0.0906875891344888
12/12/2023,MSFT,374.38,24608166.0,0.008295,,370.45999,374.42001,0.004599,0.0,0.2849898636341095,0.0997464522719383,0.0909958139061927,0.0635807553927103,-0.0634386939661843
12/13/2023,MSFT,374.37,30772050.0,-2.7e-05,,370.76999,377.63611,0.013651,0.0,0.0798167735338211,0.0279358707368373,0.0,0.0425607743362585,-0.0594478552894933
12/19/2023,MSFT,373.26001,20434545.0,0.001637,,369.84,373.26001,0.005866,0.0,0.5466878414154053,0.1913407444953918,0.0,0.0637802481651306,0.0313252307474613
12/20/2023,MSFT,370.62,26089812.0,-0.007073,,370.53,376.03,-0.014684,0.0,0.146552562713623,0.051293396949768,0.0,0.0808780471483866,0.0346620202064514
12/22/2023,MSFT,374.57999,17012801.0,0.002784,,372.70999,375.17999,0.00166,0.0,0.1535858511924744,0.053755047917366,0.0,0.0179183493057887,0.0423413127660751
01/02/2024,MSFT,370.87,25134559.0,-0.013749,,366.771,375.89999,-0.005661,0.3333332538604736,0.0,0.2166666150093078,0.0,0.1083333075046539,0.1083333075046539
01/10/2024,MSFT,382.76999,25386887.0,0.018574,,376.32001,384.17001,0.005666,0.8018161654472351,0.0,0.5211805075407029,0.7891354963183403,0.4367720012863477,0.2143396373306001
01/11/2024,MSFT,384.63,27685927.0,0.004859,,380.38,390.67999,-0.000671,1.0,0.0,0.65,0.5211805075407029,0.6534386679530144,0.307196780187743
01/12/2024,MSFT,388.47,21557503.0,0.009984,,384.64999,388.67999,0.000751,0.4999972581863404,0.0,0.3249982178211212,0.0,0.3249994059403737,0.341448660833495
01/17/2024,MSFT,389.47,22113120.0,-0.00205,,384.81,390.10999,-0.005617,0.4999997615814209,0.0,0.3249998450279236,0.0,0.1083332816759745,0.2785711075578417
01/31/2024,MSFT,397.57999,47477125.0,-0.026946,,397.20999,415.32001,-0.016106,0.2,0.0,0.13,0.0,0.0433333333333333,0.0583549182755606
02/05/2024,MSFT,405.64999,25195782.0,-0.013545,,403.98999,411.16,-0.003186,-0.9947974681854248,0.0,-0.6466183543205262,0.0,-0.2155394514401754,-0.0829723616157259
02/06/2024,MSFT,405.48999,18309006.0,-0.000394,,402.91,407.97,0.00231,1.9073486328125e-05,0.0,1.239776611328125e-05,0.1013569394747415,-0.1817496723598904,-0.0778927167256673
02/12/2024,MSFT,415.26001,21018029.0,-0.012579,,414.75,420.73999,-0.000949,0.8059244155883789,0.0,0.5238508701324464,0.0,0.1746169567108154,0.0911560227118787
02/16/2024,MSFT,404.06,22947447.0,-0.006149,,403.44,408.29001,-0.004803,-0.9999843835830688,0.0,-0.6499898493289947,0.0,-0.2166632831096649,-0.0180198541709354
02/21/2024,MSFT,402.17999,18504506.0,-0.001514,,397.22,402.29001,0.001264,0.25,0.0,0.1625,0.0,0.0541666666666667,0.0141927140099661
02/27/2024,MSFT,407.48001,14768417.0,-0.000147,,403.85001,408.32001,0.001706,0.5,0.0,0.325,0.0,0.1083333333333333,0.1392857142857142
03/08/2024,MSFT,406.22,17880234.0,-0.007137,,404.32999,410.42001,-0.006529,-0.4999468326568604,0.0,-0.3249654412269592,0.0,0.1083448529243469,0.0915401071310043
03/11/2024,MSFT,404.51999,15986217.0,-0.004185,,401.26001,405.67999,-0.001122,-0.9952989220619202,0.0,-0.6469442993402481,0.0,-0.2156480997800826,-0.0459871057953153
03/14/2024,MSFT,425.22,33751353.0,0.02438,,417.98999,427.82001,-0.002871,0.4999772906303406,0.0,0.3249852389097213,0.0,0.1689170354604721,-0.066451233455113
03/21/2024,MSFT,429.37,21117664.0,0.009736,,427.16,430.82001,0.003237,0.9999719858169556,0.0,0.6499817907810211,0.0,0.2166605969270071,0.1752125578267233
03/22/2024,MSFT,428.73999,18010308.0,-0.001467,,426.07001,429.85999,-0.001402,0.971837043762207,0.0,0.6316940784454346,0.6499817907810211,0.4272252897421519,0.265454569033214
04/04/2024,MSFT,417.88,19192050.0,-0.006113,,417.57001,428.67001,-0.012334,0.6532432238260905,0.0435102343559265,0.4398366775115331,0.0,0.1466122258371777,-0.0216091893116633
04/08/2024,MSFT,424.59,14147670.0,-0.002186,,423.29999,427.28,-0.000375,0.0,0.6244573593139648,0.2185600757598876,-0.6411904573440552,-0.1408767938613891,0.0024580422753379
04/11/2024,MSFT,427.92999,17847191.0,0.011033,,422.35999,429.37,0.007445,0.9999992847442628,0.0,0.6499995350837708,0.0,0.2166665116945903,0.0324813076428004
04/16/2024,MSFT,414.57999,16633484.0,0.002272,,413.7301,418.39999,-0.002057,0.9621558785438538,0.0,0.625401321053505,0.0,0.208467107017835,0.275057265162468
04/22/2024,MSFT,400.95999,20066222.0,0.00461,,395.75,402.85001,0.008731,0.9942099452018738,0.0,0.646236464381218,0.3902348160743714,0.3454904268185298,0.3337799510785511
04/25/2024,MSFT,399.04001,39955226.0,-0.024495,,388.03,399.88989,-0.004576,0.1666666666666666,0.0,0.1083333333333333,-0.0229788939158121,0.0851976745658451,0.1845806148790178
04/26/2024,MSFT,406.32001,29332852.0,0.018244,,405.7601,413.0,0.010209,0.4358171343803406,0.0,0.2832811373472214,0.003913406531016,0.1318426257371902,0.1698605759938558
04/29/2024,MSFT,402.25,19364519.0,-0.010017,,399.19,406.32001,0.003178,0.9999998807907104,0.0,0.6499999225139618,0.0,0.2166666408379872,0.1493611142465046
05/01/2024,MSFT,394.94,23139887.0,0.014409,,390.31,401.71991,-0.003435,0.0,0.51237952709198,0.1793328344821929,0.3240777030587196,0.3844701533516247,0.2052416567717279
05/09/2024,MSFT,412.32001,14613427.0,0.004336,,409.10001,412.72,0.005091,0.0,0.3924233615398407,0.1373481765389442,0.0,0.0457827255129814,0.0200137898325919
05/14/2024,MSFT,416.56,14994036.0,0.006865,,411.54999,417.48999,0.004838,1.0,0.0,0.65,0.3249999225139617,0.3249999741713206,0.1589068712932722
05/15/2024,MSFT,423.07999,22043212.0,0.017452,0.75,417.26999,423.81,0.011716,0.0,0.5099291205406189,0.1784751921892166,0.0841528564691543,0.3042093495527903,0.1964251639587538
05/17/2024,MSFT,420.20999,15230616.0,-0.001853,,418.02499,422.92001,0.001165,0.0,0.2943856954574585,0.1030349934101104,0.2725800663232803,0.2335383532444636,0.2768918615579605
